"PMID","AuthorN","AuthorForename","AuthorLastname","AuthorInitials","AuthorAffiliation"
34855918,4,"Mathieu","Picardeau","M","Unité de Biologie des Spirochètes, Department of Microbiology, Institut Pasteur, Paris, France."
34855918,5,"Nadia","Benaroudj","N","Unité de Biologie des Spirochètes, Department of Microbiology, Institut Pasteur, Paris, France."
34855918,6,"Melissa J","Caimano","MJ","Department of Medicine, University of Connecticut Health, Farmington, Connecticut, United States of America."
34864273,1,"Palanisamy","Bothammal","P","Medical Microbiology Laboratory, Department of Microbiology, Center for Excellence in Life Sciences, Bharathidasan University, Tiruchirappalli - 620 024, Tamil Nadu, India."
34864273,2,"Singarayan","Michelraj","S","Electrodics and Electrocatalysis (EEC) Division, CSIR - Central Electrochemical Research Institute (CSIR - CECRI), Karaikudi - 630003, Tamil Nadu, India; Academy of Scientific and Innovative Research (AcSIR), Ghaziabad 201002, India."
34864273,3,"Ganesh","Venkatachalam","G","Electrodics and Electrocatalysis (EEC) Division, CSIR - Central Electrochemical Research Institute (CSIR - CECRI), Karaikudi - 630003, Tamil Nadu, India; Academy of Scientific and Innovative Research (AcSIR), Ghaziabad 201002, India. Electronic address: vganesh@cecri.res.in."
34864273,4,"Ashutosh","Verma","A","Lincoln Memorial University, College of Veterinary Medicine, Harrogate, TN 37752, USA. Electronic address: ashutosh.verma@lmunet.edu."
34864273,5,"Kalimuthusamy","Natarajaseenivasan","K","Medical Microbiology Laboratory, Department of Microbiology, Center for Excellence in Life Sciences, Bharathidasan University, Tiruchirappalli - 620 024, Tamil Nadu, India; Department of Neural Sciences, Lewis Katz School of Medicine, Temple University, Philadelphia, PA 19140, USA. Electronic address: natarajaseenivasan@gmail.com."
34865671,1,"Guilherme","Lourenço","G","Paediatric Cardiology Department, Congenital Heart Disease Reference Centre, Hospital de Santa Marta, Centro Hospitalar Universitário de Lisboa Central, Lisbon, Portugal."
34865671,2,"João","Pimentel","J","Anatomic Pathology Department, Hospital de São José, Centro Hospitalar Universitário de Lisboa Central, Lisbon, Portugal."
34865671,3,"Conceição","Trigo","C","Paediatric Cardiology Department, Congenital Heart Disease Reference Centre, Hospital de Santa Marta, Centro Hospitalar Universitário de Lisboa Central, Lisbon, Portugal."
34865671,4,"Fátima F","Pinto","FF","Paediatric Cardiology Department, Congenital Heart Disease Reference Centre, Hospital de Santa Marta, Centro Hospitalar Universitário de Lisboa Central, Lisbon, Portugal."
34872058,1,"Eder","Cano-Pérez","E","Grupo de Investigación UNIMOL, Facultad de Medicina, Universidad de Cartagena, Cartagena de Indias, Colombia."
34872058,2,"Steev","Loyola","S","Grupo de Investigación UNIMOL, Facultad de Medicina, Universidad de Cartagena, Cartagena de Indias, Colombia."
34872058,3,"Fabián","Espitia-Almeida","F","Grupo de Investigación UNIMOL, Facultad de Medicina, Universidad de Cartagena, Cartagena de Indias, Colombia."
34872058,4,"Jaison","Torres-Pacheco","J","Grupo de Investigación UNIMOL, Facultad de Medicina, Universidad de Cartagena, Cartagena de Indias, Colombia."
34872058,5,"Dacia","Malambo-García","D","Grupo de Investigación UNIMOL, Facultad de Medicina, Universidad de Cartagena, Cartagena de Indias, Colombia."
34872058,6,"Doris","Gómez-Camargo","D","Grupo de Investigación UNIMOL, Facultad de Medicina, Universidad de Cartagena, Cartagena de Indias, Colombia."
34874936,1,"Etienne","Ntabanganyimana","E","College of Medicine and Health Sciences, University of Rwanda, Kigali, Rwanda."
34874936,2,"Robert","Giraneza","R","College of Medicine and Health Sciences, University of Rwanda, Kigali, Rwanda."
34874936,3,"Vincent","Dusabejambo","V","College of Medicine and Health Sciences, University of Rwanda, Kigali, Rwanda."
34874936,4,"Appolinaire","Bizimana","A","College of Business and Economics, University of Rwanda, Kigali, Rwanda."
34874936,5,"Camila","Hamond","C","Department of Epidemiology of Microbial Diseases, Yale School of Public Health, New Haven, Connecticut, United States of America."
34874936,6,"Augustin","Iyamuremye","A","College of Business and Economics, University of Rwanda, Kigali, Rwanda."
34874936,7,"Placide","Nshizirungu","P","Gihundwe District Hospital, Rusizi, Rwanda."
34874936,8,"Raphael","Uzabakiriho","R","Gihundwe District Hospital, Rusizi, Rwanda."
34874936,9,"Marc","Munyengabe","M","College of Medicine and Health Sciences, University of Rwanda, Kigali, Rwanda."
34874936,10,"Elsio A","Wunder","EA","Department of Epidemiology of Microbial Diseases, Yale School of Public Health, New Haven, Connecticut, United States of America."
34874936,11,"Cameron","Page","C","College of Medicine and Health Sciences, University of Rwanda, Kigali, Rwanda."
34876042,1,"Meiqin","Chen","M","Department of Infectious Diseases, The Quzhou Affiliated Hospital of Wenzhou Medical University, Quzhou People's Hospital, Quzhou, 324000, Zhejiang, China."
34876042,2,"Weili","Lu","W","Department of Infectious Diseases, The Quzhou Affiliated Hospital of Wenzhou Medical University, Quzhou People's Hospital, Quzhou, 324000, Zhejiang, China."
34876042,3,"Shugen","Wu","S","Department of Infectious Diseases, The Quzhou Affiliated Hospital of Wenzhou Medical University, Quzhou People's Hospital, Quzhou, 324000, Zhejiang, China."
34876042,4,"Shun","Wang","S","Department of Infectious Diseases, The Quzhou Affiliated Hospital of Wenzhou Medical University, Quzhou People's Hospital, Quzhou, 324000, Zhejiang, China."
34876042,5,"Tao","Lu","T","Department of Infectious Diseases, The Quzhou Affiliated Hospital of Wenzhou Medical University, Quzhou People's Hospital, Quzhou, 324000, Zhejiang, China."
34876042,6,"Chunxian","Peng","C","Department of Infectious Diseases, The Quzhou Affiliated Hospital of Wenzhou Medical University, Quzhou People's Hospital, Quzhou, 324000, Zhejiang, China. springpeng1999@163.com."
34877257,1,"Rioto","Suzuki","R","Iwate Prefecture Advanced Critical Care and Emergency Center, Iwate Medical University, Japan."
34877257,2,"Mari","Terayama","M","Iwate Prefecture Advanced Critical Care and Emergency Center, Iwate Medical University, Japan."
34877257,3,"Minoru","Tanda","M","Iwate Prefecture Advanced Critical Care and Emergency Center, Iwate Medical University, Japan."
34879100,1,"Niroshana J","Dahanayaka","NJ","Faculty of Medicine and Allied Sciences, Department of Medicine, Rajarata University of Sri Lanka, Saliyapura, Sri Lanka."
34879100,2,"Suneth B","Agampodi","SB","Department of Internal Medicine, Section of Infectious Diseases, School of Medicine, Yale University, New Haven, Connecticut, United States of America."
34879100,3,"Indika","Seneviratna","I","Faculty of Medicine and Allied Sciences, Department of Biochemistry, Rajarata University of Sri Lanka, Saliyapura, Sri Lanka."
34879100,4,"Janith","Warnasekara","J","Faculty of Medicine and Allied Sciences, Department of Community Medicine, Rajarata University of Sri Lanka, Saliyapura, Sri Lanka."
34879100,5,"Rukman","Rajapakse","R","Faculty of Medicine and Allied Sciences, Department of Medicine, Rajarata University of Sri Lanka, Saliyapura, Sri Lanka."
34879100,6,"Kosala","Ranathunga","K","Faculty of Medicine and Allied Sciences, Department of Medicine, Rajarata University of Sri Lanka, Saliyapura, Sri Lanka."
34879100,7,"Michael","Matthias","M","Department of Internal Medicine, Section of Infectious Diseases, School of Medicine, Yale University, New Haven, Connecticut, United States of America."
34879100,8,"Joseph M","Vinetz","JM","Department of Internal Medicine, Section of Infectious Diseases, School of Medicine, Yale University, New Haven, Connecticut, United States of America."
34884937,1,"Shen-Hsing","Hsu","SH","Kidney Research Center, Department of Nephrology, Chang Gung Memorial Hospital, College of Medicine, Chang Gung University, 5 Fu-Shing St., Taoyuan 33333, Taiwan."
34884937,2,"Li-Fang","Chou","LF","Kidney Research Center, Department of Nephrology, Chang Gung Memorial Hospital, College of Medicine, Chang Gung University, 5 Fu-Shing St., Taoyuan 33333, Taiwan."
34884937,3,"Chung-Hung","Hong","CH","Kidney Research Center, Department of Nephrology, Chang Gung Memorial Hospital, College of Medicine, Chang Gung University, 5 Fu-Shing St., Taoyuan 33333, Taiwan."
34884937,4,"Ming-Yang","Chang","MY","Kidney Research Center, Department of Nephrology, Chang Gung Memorial Hospital, College of Medicine, Chang Gung University, 5 Fu-Shing St., Taoyuan 33333, Taiwan."
34884937,5,"Chung-Ying","Tsai","CY","Kidney Research Center, Department of Nephrology, Chang Gung Memorial Hospital, College of Medicine, Chang Gung University, 5 Fu-Shing St., Taoyuan 33333, Taiwan."
34884937,6,"Ya-Chung","Tian","YC","Kidney Research Center, Department of Nephrology, Chang Gung Memorial Hospital, College of Medicine, Chang Gung University, 5 Fu-Shing St., Taoyuan 33333, Taiwan."
34884937,7,"Huang-Yu","Yang","HY","Kidney Research Center, Department of Nephrology, Chang Gung Memorial Hospital, College of Medicine, Chang Gung University, 5 Fu-Shing St., Taoyuan 33333, Taiwan."
34884937,8,"Chih-Wei","Yang","CW","Kidney Research Center, Department of Nephrology, Chang Gung Memorial Hospital, College of Medicine, Chang Gung University, 5 Fu-Shing St., Taoyuan 33333, Taiwan."
34886992,1,"Ellie J","Putz","EJ","Infectious Bacterial Diseases Research Unit, USDA Agriculture Research Service, National Animal Disease Center, Ames, Iowa, USA. Electronic address: ellie.putz@usda.gov."
34886992,2,"Claire B","Andreasen","CB","Department of Veterinary Pathology, College of Veterinary Medicine, Ames, Iowa, USA."
34886992,3,"Judith A","Stasko","JA","Infectious Bacterial Diseases Research Unit, USDA Agriculture Research Service, National Animal Disease Center, Ames, Iowa, USA."
34886992,4,"Luis G V","Fernandes","LGV","Infectious Bacterial Diseases Research Unit, USDA Agriculture Research Service, National Animal Disease Center, Ames, Iowa, USA; Laboratório de Desenvolvimento de Vacinas, Instituto Butantan, São Paulo, Brazil."
34886992,5,"Mitchell V","Palmer","MV","Infectious Bacterial Diseases Research Unit, USDA Agriculture Research Service, National Animal Disease Center, Ames, Iowa, USA."
34886992,6,"Michael J","Rauh","MJ","Department of Pathology & Molecular Medicine, Queen's University, Kingston, Ontario, Canada."
34886992,7,"Jarlath E","Nally","JE","Infectious Bacterial Diseases Research Unit, USDA Agriculture Research Service, National Animal Disease Center, Ames, Iowa, USA."
34893930,1,"Everton B","Bettin","EB","Centro de Desenvolvimento Tecnológico, Unidade de Biotecnologia, Universidade Federal de Pelotas, Pelotas, RS, Brazil."
34893930,2,"Jessica","Dorneles","J","Centro de Desenvolvimento Tecnológico, Unidade de Biotecnologia, Universidade Federal de Pelotas, Pelotas, RS, Brazil."
34893930,3,"Amanda S","Hecktheuer","AS","Centro de Desenvolvimento Tecnológico, Unidade de Biotecnologia, Universidade Federal de Pelotas, Pelotas, RS, Brazil."
34893930,4,"Andriele B","Madruga","AB","Centro de Desenvolvimento Tecnológico, Unidade de Biotecnologia, Universidade Federal de Pelotas, Pelotas, RS, Brazil."
34893930,5,"Amilton C P","Seixas Neto","ACP","Centro de Desenvolvimento Tecnológico, Unidade de Biotecnologia, Universidade Federal de Pelotas, Pelotas, RS, Brazil."
34893930,6,"Alan J A","McBride","AJA","Centro de Desenvolvimento Tecnológico, Unidade de Biotecnologia, Universidade Federal de Pelotas, Pelotas, RS, Brazil."
34893930,7,"Thais L","Oliveira","TL","Centro de Desenvolvimento Tecnológico, Unidade de Biotecnologia, Universidade Federal de Pelotas, Pelotas, RS, Brazil."
34893930,8,"André A","Grassmann","AA","Department of Medicine, University of Connecticut Health, Farmington, CT, USA."
34893930,9,"Odir A","Dellagostin","OA","Centro de Desenvolvimento Tecnológico, Unidade de Biotecnologia, Universidade Federal de Pelotas, Pelotas, RS, Brazil."
34898251,1,"Xufeng","Xie","X","Department of Clinical Veterinary Medicine, College of Veterinary Medicine, Jilin Universitygrid.64924.3d, Changchun, People's Republic of China."
34898251,2,"Tianbao","Lv","T","Department of Clinical Veterinary Medicine, College of Veterinary Medicine, Jilin Universitygrid.64924.3d, Changchun, People's Republic of China."
34898251,3,"Dianjun","Wu","D","Department of Clinical Veterinary Medicine, College of Veterinary Medicine, Jilin Universitygrid.64924.3d, Changchun, People's Republic of China."
34898251,4,"Haozhe","Shi","H","Institute of Cardiovascular Sciences, Peking University, Beijing, People's Republic of China."
34898251,5,"Shilei","Zhang","S","Department of Clinical Veterinary Medicine, College of Veterinary Medicine, Jilin Universitygrid.64924.3d, Changchun, People's Republic of China."
34898251,6,"Xunde","Xian","X","Institute of Cardiovascular Sciences, Peking University, Beijing, People's Republic of China."
34898251,7,"George","Liu","G","Institute of Cardiovascular Sciences, Peking University, Beijing, People's Republic of China."
34898251,8,"Wenlong","Zhang","W","Department of Clinical Veterinary Medicine, College of Veterinary Medicine, Jilin Universitygrid.64924.3d, Changchun, People's Republic of China."
34898251,9,"Yongguo","Cao","Y","Department of Clinical Veterinary Medicine, College of Veterinary Medicine, Jilin Universitygrid.64924.3d, Changchun, People's Republic of China."
34903283,1,"Manana Dewage Sankani Vishvara","Kularathna","MDSV","Teaching Hospital Peradeniya, Peradeniya, Sri Lanka. vishvarakularathna@gmail.com."
34903283,2,"Senanayake Abeysinghe Mudiyanselage","Kularatne","SAM","Teaching Hospital Peradeniya, Peradeniya, Sri Lanka."
34903283,3,"Manoji","Pathirage","M","Teaching Hospital Peradeniya, Peradeniya, Sri Lanka."
34903283,4,"Pala Thanthirige Madhushi Anuradha","Nanayakkara","PTMA","Teaching Hospital Peradeniya, Peradeniya, Sri Lanka."
34905535,1,"Tetsuya","Kakita","T","Department of Biological Sciences, Okinawa Prefectural Institute of Health and Environment, Uruma, Okinawa, Japan."
34905535,2,"Sho","Okano","S","Department of Biological Sciences, Okinawa Prefectural Institute of Health and Environment, Uruma, Okinawa, Japan."
